Date(DD-MM-YYYY),Serial Number of system during year,Basin of origin,Name,Time (UTC),Latitude (lat.),Longitude (lon.),"CI No [or ""T. No""]","Estimated Central Pressure (hPa) [or ""E.C.P""]",Maximum Sustained Surface Wind (kt) ,"Pressure Drop (hPa)[or ""delta P""]",Grade (text),Outermost closed isobar (hPa),Diameter/Size of outermost closed isobar,Unnamed: 14,Unnamed: 15,Unnamed: 16,Diameter-Size of outermost closed isobar,"Pressure Drop(hPa)[or""delta P""]",Diameter/Size of outermost closed isobar(in degree)
2001-10-09,200104,ARB,,1800.0,19.0,67.5,2.5, 998, 35,,CS,    ,,,,,,6.0,
2001-10-09,200104,ARB,,2100.0,19.0,67.5,2.5, 998, 35,,CS,    ,,,,,,6.0,
2001-10-10,200104,ARB,,0.0,19.0,67.5,2.5, 998, 35,,CS,    ,,,,,,6.0,
2001-10-10,200104,ARB,,300.0,19.0,67.5,2.0,1000, 30,,DD,    ,,,,,,6.0,
2001-10-10,200104,ARB,,600.0,19.0,67.5,2.0,1000, 30,,DD,    ,,,,,,6.0,
2001-10-10,200104,ARB,,900.0,19.0,67.5,2.0,1002, 25,,D,    ,,,,,,4.0,
2002-05-06,200201,ARB,,300.0,11.0,67.0,1.5,1002, 25,,D,    ,,,,,,4.0,
2002-05-06,200201,ARB,,600.0,11.5,66.5,1.5,1002, 25,,D,    ,,,,,,4.0,
2002-05-06,200201,ARB,,1200.0,12.0,66.0,1.5,1000, 25,,D,    ,,,,,,4.0,
2002-05-06,200201,ARB,,1800.0,12.0,65.5,1.5,1000, 25,,D,    ,,,,,,4.0,
2002-05-07,200201,ARB,,0.0,13.0,65.0,1.5,1000, 25,,D,    ,,,,,,4.0,
2002-05-07,200201,ARB,,300.0,13.5,64.5,2.0, 998, 30,,DD,    ,,,,,,6.0,
2002-05-07,200201,ARB,,600.0,13.5,64.0,2.0, 998, 30,,DD,    ,,,,,,6.0,
2002-05-07,200201,ARB,,1200.0,13.5,63.0,2.0, 996, 30,,DD,    ,,,,,,6.0,
2002-05-07,200201,ARB,,1800.0,13.5,62.5,2.0, 998, 30,,DD,    ,,,,,,6.0,
2002-05-08,200201,ARB,,0.0,13.5,62.5,2.0, 996, 30,,DD,    ,,,,,,6.0,
2002-05-08,200201,ARB,,300.0,13.5,62.0,1.5,1002, 25,,D,    ,,,,,,4.0,
2002-05-08,200201,ARB,,600.0,13.5,61.5,1.5,1002, 25,,D,    ,,,,,,4.0,
2002-05-08,200201,ARB,,1200.0,13.5,61.0,1.5,1000, 25,,D,    ,,,,,,4.0,
2002-05-08,200201,ARB,,1800.0,14.0,60.5,1.5, 998, 25,,D,    ,,,,,,4.0,
2002-05-08,200201,ARB,,2100.0,14.0,60.0,1.5, 998, 25,,D,    ,,,,,,4.0,
2002-05-09,200201,ARB,,0.0,14.0,60.0,1.5, 998, 25,,D,    ,,,,,,4.0,
2002-05-09,200201,ARB,,300.0,14.0,59.5,2.0, 998, 30,,DD,    ,,,,,,6.0,
2002-05-09,200201,ARB,,600.0,14.5,58.5,2.5, 998, 35,,CS,    ,,,,,,8.0,
2002-05-09,200201,ARB,,900.0,14.5,58.0,2.5, 996, 35,,CS,    ,,,,,,8.0,
2002-05-09,200201,ARB,,1200.0,15.0,57.0,2.5, 994, 35,,CS,    ,,,,,,8.0,
2002-05-09,200201,ARB,,1500.0,15.0,56.5,2.5, 994, 35,,CS,    ,,,,,,8.0,
2002-05-09,200201,ARB,,1800.0,15.5,56.0,2.5, 996, 35,,CS,    ,,,,,,8.0,
2002-05-09,200201,ARB,,2100.0,15.5,55.0,2.5, 998, 35,,CS,    ,,,,,,8.0,
2002-05-10,200201,ARB,,0.0,16.0,54.5,2.5, 998, 35,,CS,    ,,,,,,8.0,
2002-05-10,200201,ARB,,300.0,16.0,54.0,2.5, 998, 35,,CS,    ,,,,,,8.0,
2002-05-10,200201,ARB,,600.0,16.5,54.0,2.5, 998, 35,,CS,    ,,,,,,8.0,
2003-11-12,200306,ARB,,300.0,6.5,61.5,1.5,1002, 25,,D,    ,,,,,, 2,
2003-11-12,200306,ARB,,1200.0,6.5,59.5,2.0,1000, 30,,DD,    ,,,,,, 4,
2003-11-12,200306,ARB,,1800.0,6.5,59.0,2.0, 998, 35,,CS,    ,,,,,, 6,
2003-11-13,200306,ARB,,0.0,6.5,58.0,2.5, 998, 35,,CS,    ,,,,,, 6,
2003-11-13,200306,ARB,,300.0,6.5,58.0,2.5, 998, 35,,CS,    ,,,,,, 6,
2003-11-13,200306,ARB,,600.0,6.5,58.0,3.5, 994, 55,,SCS,    ,,,,,,14,
2003-11-13,200306,ARB,,900.0,6.2,57.7,3.5, 990, 55,,SCS,    ,,,,,,14,
2003-11-13,200306,ARB,,1200.0,6.0,57.5,3.5, 990, 55,,SCS,    ,,,,,,14,
2003-11-13,200306,ARB,,1500.0,6.0,57.0,3.5, 990, 55,,SCS,    ,,,,,,14,
2003-11-13,200306,ARB,,1800.0,6.0,57.0,3.5, 990, 55,,SCS,    ,,,,,,14,
2003-11-13,200306,ARB,,2100.0,6.0,57.0,3.5, 990, 55,,SCS,    ,,,,,,14,
2003-11-14,200306,ARB,,0.0,6.0,56.5,3.5, 990, 55,,SCS,    ,,,,,,14,
2003-11-14,200306,ARB,,300.0,6.0,56.5,3.5, 990, 55,,SCS,    ,,,,,,14,
2003-11-14,200306,ARB,,600.0,5.5,55.5,3.5, 990, 55,,SCS,    ,,,,,,14,
2003-11-14,200306,ARB,,900.0,5.5,55.0,3.5, 990, 55,,SCS,    ,,,,,,14,
2003-11-14,200306,ARB,,1200.0,5.5,54.5,2.5, 994, 45,,CS,    ,,,,,, 6,
2003-11-14,200306,ARB,,1500.0,5.5,54.5,2.5, 994, 35,,CS,    ,,,,,, 6,
2003-11-14,200306,ARB,,1800.0,5.5,52.0,2.5, 996, 30,,DD,    ,,,,,, 4,
2003-11-14,200306,ARB,,2100.0,5.5,51.5,2.5, 996, 30,,DD,    ,,,,,, 4,
2003-11-15,200306,ARB,,0.0,5.5,51.0,2.0, 998, 30,,DD,    ,,,,,, 4,
2003-11-15,200306,ARB,,300.0,5.5,51.0,1.5,1000, 25,,D,    ,,,,,, 2,
2003-11-15,200306,ARB,,1200.0,5.5,50.5,1.5,1000, 25,,D,    ,,,,,, 2,
2004-05-05,200401,ARB,,300.0,11.5,73.5,1.5,1002.0,25.0,,D,    ,,,,,,,
2004-05-05,200401,ARB,,600.0,11.5,73.5,2.0,1000.0,30.0,,DD,    ,,,,,,4.0,
2004-05-05,200401,ARB,,900.0,11.5,73.5,2.0,1000.0,30.0,,DD,    ,,,,,,4.0,
2004-05-05,200401,ARB,,1200.0,11.5,73.5,2.5,994.0,35.0,,CS,    ,,,,,,6.0,
2004-05-05,200401,ARB,,1500.0,11.5,73.0,2.5,994.0,35.0,,CS,    ,,,,,,6.0,
2004-05-05,200401,ARB,,1800.0,11.5,73.0,2.5,994.0,35.0,,CS,    ,,,,,,6.0,
2004-05-05,200401,ARB,,2100.0,11.5,73.0,2.5,992.0,35.0,,CS,    ,,,,,,6.0,
2004-05-06,200401,ARB,,0.0,11.5,73.0,2.5,992.0,35.0,,CS,    ,,,,,,6.0,
2004-05-06,200401,ARB,,300.0,11.5,73.0,3.0,992.0,45.0,,CS,    ,,,,,,10.0,
2004-05-06,200401,ARB,,600.0,11.5,73.0,3.0,992.0,45.0,,CS,    ,,,,,,10.0,
2004-05-06,200401,ARB,,900.0,11.5,73.0,3.0,990.0,45.0,,CS,    ,,,,,,10.0,
2004-05-06,200401,ARB,,1200.0,11.5,73.0,3.0,988.0,45.0,,CS,    ,,,,,,10.0,
2004-05-06,200401,ARB,,1500.0,11.5,73.0,3.0,990.0,45.0,,CS,    ,,,,,,10.0,
2004-05-06,200401,ARB,,1800.0,11.5,73.0,3.0,990.0,45.0,,CS,    ,,,,,,10.0,
2004-05-06,200401,ARB,,2100.0,11.5,73.0,3.0,990.0,45.0,,CS,    ,,,,,,10.0,
2004-05-07,200401,ARB,,0.0,11.5,73.0,3.0,990.0,45.0,,CS,    ,,,,,,10.0,
2004-05-07,200401,ARB,,300.0,12.5,72.0,3.5,988.0,55.0,,SCS,    ,,,,,,14.0,
2004-05-07,200401,ARB,,600.0,13.0,71.5,3.5,986.0,55.0,,SCS,    ,,,,,,14.0,
2004-05-07,200401,ARB,,900.0,13.0,71.5,3.5,986.0,55.0,,SCS,    ,,,,,,14.0,
2004-05-07,200401,ARB,,1200.0,13.0,71.5,3.5,984.0,55.0,,SCS,    ,,,,,,14.0,
2004-05-07,200401,ARB,,1500.0,13.0,71.5,3.5,986.0,55.0,,SCS,    ,,,,,,14.0,
2004-05-07,200401,ARB,,1800.0,13.0,71.5,3.5,986.0,55.0,,SCS,    ,,,,,,14.0,
2004-05-07,200401,ARB,,2100.0,13.0,71.5,3.5,986.0,55.0,,SCS,    ,,,,,,14.0,
2004-05-08,200401,ARB,,0.0,13.5,71.0,3.5,986.0,55.0,,SCS,    ,,,,,,14.0,
2004-05-08,200401,ARB,,300.0,13.5,71.0,3.5,986.0,55.0,,SCS,    ,,,,,,14.0,
2004-05-08,200401,ARB,,600.0,13.5,71.0,3.5,986.0,55.0,,SCS,    ,,,,,,14.0,
2004-05-08,200401,ARB,,900.0,13.5,71.0,3.5,986.0,55.0,,SCS,    ,,,,,,14.0,
2004-05-08,200401,ARB,,1200.0,13.5,71.0,3.0,988.0,45.0,,CS,    ,,,,,,10.0,
2004-05-08,200401,ARB,,1500.0,13.5,71.0,3.0,990.0,45.0,,CS,    ,,,,,,10.0,
2004-05-08,200401,ARB,,1800.0,14.0,71.0,3.0,990.0,45.0,,CS,    ,,,,,,10.0,
2004-05-08,200401,ARB,,2100.0,14.5,70.5,3.0,992.0,45.0,,CS,    ,,,,,,10.0,
2004-05-09,200401,ARB,,0.0,14.5,70.5,3.0,992.0,45.0,,CS,    ,,,,,,10.0,
2004-05-09,200401,ARB,,300.0,15.0,70.5,3.0,992.0,45.0,,CS,    ,,,,,,10.0,
2004-05-09,200401,ARB,,600.0,15.5,70.0,3.0,992.0,45.0,,CS,    ,,,,,,10.0,
2004-05-09,200401,ARB,,900.0,16.0,70.0,3.0,990.0,45.0,,CS,    ,,,,,,10.0,
2004-05-09,200401,ARB,,1200.0,16.5,70.0,3.0,990.0,45.0,,CS,    ,,,,,,10.0,
2004-05-09,200401,ARB,,1500.0,17.0,70.0,3.0,990.0,45.0,,CS,    ,,,,,,10.0,
2004-05-09,200401,ARB,,1800.0,17.5,70.0,3.0,990.0,45.0,,CS,    ,,,,,,10.0,
2004-05-09,200401,ARB,,2100.0,18.0,70.0,3.0,992.0,45.0,,CS,    ,,,,,,10.0,
2004-05-10,200401,ARB,,0.0,18.5,70.0,2.5,996.0,35.0,,CS,    ,,,,,,6.0,
2004-05-10,200401,ARB,,300.0,19.0,70.0,2.5,998.0,35.0,,CS,    ,,,,,,6.0,
2004-05-10,200401,ARB,,600.0,19.0,70.0,2.0,1000.0,30.0,,DD,    ,,,,,,4.0,
2004-05-10,200401,ARB,,900.0,19.5,70.0,1.5,1002.0,25.0,,D,    ,,,,,,3.0,
2004-06-10,200403,ARB,,300.0,17.5,67.5,1.5,996.0,25.0,,D,    ,,,,,,3.0,
2004-06-10,200403,ARB,,600.0,17.5,67.5,1.5,996.0,25.0,,D,    ,,,,,,3.0,
2004-06-10,200403,ARB,,900.0,17.5,66.5,2.0,996.0,30.0,,DD,    ,,,,,,4.0,
2004-06-10,200403,ARB,,1200.0,17.5,66.5,2.0,996.0,30.0,,DD,    ,,,,,,4.0,
2004-06-10,200403,ARB,,1500.0,17.5,66.5,2.0,996.0,30.0,,DD,    ,,,,,,4.0,
2004-06-10,200403,ARB,,1800.0,17.5,66.5,2.0,996.0,30.0,,DD,    ,,,,,,4.0,
2004-06-10,200403,ARB,,2100.0,17.5,66.0,2.0,996.0,30.0,,DD,    ,,,,,,4.0,
2004-06-11,200403,ARB,,0.0,18.0,66.0,2.0,996.0,30.0,,DD,    ,,,,,,4.0,
2004-06-11,200403,ARB,,300.0,18.0,66.0,2.0,996.0,30.0,,DD,    ,,,,,,4.0,
2004-06-11,200403,ARB,,600.0,18.0,66.0,2.0,994.0,30.0,,DD,    ,,,,,,4.0,
2004-06-11,200403,ARB,,900.0,18.0,66.0,2.0,994.0,30.0,,DD,    ,,,,,,4.0,
2004-06-11,200403,ARB,,1200.0,18.0,66.0,2.0,992.0,30.0,,DD,    ,,,,,,4.0,
2004-06-11,200403,ARB,,1500.0,18.0,66.0,2.0,992.0,30.0,,DD,    ,,,,,,4.0,
2004-06-11,200403,ARB,,1800.0,18.0,66.0,2.0,994.0,30.0,,DD,    ,,,,,,4.0,
2004-06-11,200403,ARB,,2100.0,18.0,66.0,2.0,994.0,30.0,,DD,    ,,,,,,4.0,
2004-06-12,200403,ARB,,0.0,18.0,66.0,2.0,994.0,30.0,,DD,    ,,,,,,4.0,
2004-06-12,200403,ARB,,300.0,18.0,66.0,2.0,996.0,30.0,,DD,    ,,,,,,4.0,
2004-06-12,200403,ARB,,600.0,18.0,66.0,2.0,996.0,30.0,,DD,    ,,,,,,4.0,
2004-06-12,200403,ARB,,900.0,18.0,66.0,2.0,996.0,30.0,,DD,    ,,,,,,4.0,
2004-06-12,200403,ARB,,1200.0,18.0,65.5,1.5,996.0,25.0,,D,    ,,,,,,3.0,
2004-06-13,200403,ARB,,300.0,18.0,65.0,1.5,996.0,25.0,,D,    ,,,,,,3.0,
2004-09-30,200406,ARB,ONIL,900.0,16.0,69.0,1.5,1006.0,25.0,,D,    ,,,,,,3.0,
2004-09-30,200406,ARB,ONIL,1200.0,16.5,68.5,2.0,1004.0,30.0,,DD,    ,,,,,,4.0,
2004-09-30,200406,ARB,ONIL,1500.0,17.0,68.0,2.0,1004.0,30.0,,DD,    ,,,,,,4.0,
2004-09-30,200406,ARB,ONIL,1800.0,17.5,68.0,2.0,1006.0,30.0,,DD,    ,,,,,,4.0,
2004-09-30,200406,ARB,ONIL,2100.0,18.0,67.5,2.0,1006.0,30.0,,DD,    ,,,,,,4.0,
2004-10-01,200406,ARB,ONIL,0.0,18.5,67.0,2.0,1006.0,30.0,,DD,    ,,,,,,4.0,
2004-10-01,200406,ARB,ONIL,300.0,19.0,67.0,2.0,1006.0,30.0,,DD,    ,,,,,,4.0,
2004-10-01,200406,ARB,ONIL,600.0,19.0,67.0,2.0,1006.0,30.0,,DD,    ,,,,,,4.0,
2004-10-01,200406,ARB,ONIL,900.0,19.5,66.5,2.5,1002.0,35.0,,CS,    ,,,,,,6.0,
2004-10-01,200406,ARB,ONIL,1200.0,20.0,66.5,2.5,1000.0,35.0,,CS,    ,,,,,,6.0,
2004-10-01,200406,ARB,ONIL,1500.0,20.0,66.5,2.5,1000.0,35.0,,CS,    ,,,,,,6.0,
2004-10-01,200406,ARB,ONIL,1800.0,20.0,66.5,2.5,1002.0,35.0,,CS,    ,,,,,,6.0,
2004-10-01,200406,ARB,ONIL,2100.0,20.0,66.5,2.5,1002.0,35.0,,CS,    ,,,,,,6.0,
2004-10-02,200406,ARB,ONIL,0.0,21.0,66.5,2.5,1002.0,35.0,,CS,    ,,,,,,6.0,
2004-10-02,200406,ARB,ONIL,300.0,21.0,66.5,2.5,1000.0,35.0,,CS,    ,,,,,,8.0,
2004-10-02,200406,ARB,ONIL,600.0,21.5,67.0,3.0,996.0,45.0,,CS,    ,,,,,,12.0,
2004-10-02,200406,ARB,ONIL,900.0,21.5,67.0,3.5,990.0,55.0,,SCS,    ,,,,,,16.0,
2004-10-02,200406,ARB,ONIL,1200.0,22.0,67.5,3.5,990.0,55.0,,SCS,    ,,,,,,16.0,
2004-10-02,200406,ARB,ONIL,1500.0,22.0,67.5,3.5,990.0,55.0,,SCS,    ,,,,,,16.0,
2004-10-02,200406,ARB,ONIL,1800.0,22.5,68.0,3.5,992.0,55.0,,SCS,    ,,,,,,16.0,
2004-10-02,200406,ARB,ONIL,2100.0,22.5,68.5,3.5,992.0,55.0,,SCS,    ,,,,,,16.0,
2004-10-03,200406,ARB,ONIL,0.0,23.0,68.5,2.5,998.0,35.0,,CS,    ,,,,,,10.0,
2004-10-03,200406,ARB,ONIL,300.0,23.0,68.5,2.0,1002.0,30.0,,DD,    ,,,,,,6.0,
2004-10-03,200406,ARB,ONIL,600.0,23.0,68.5,2.0,1004.0,30.0,,DD,    ,,,,,,4.0,
2004-10-03,200406,ARB,ONIL,900.0,23.0,68.5,2.0,1002.0,30.0,,DD,    ,,,,,,4.0,
2004-10-03,200406,ARB,ONIL,1200.0,23.0,68.5,1.5,1000.0,25.0,,D,    ,,,,,,3.0,
2004-10-03,200406,ARB,ONIL,1500.0,23.0,68.5,1.5,1002.0,25.0,,D,    ,,,,,,3.0,
2004-10-03,200406,ARB,ONIL,1800.0,23.0,68.5,1.5,1002.0,25.0,,D,    ,,,,,,3.0,
2004-11-02,200409,ARB,,1200.0,12.0,67.0,1.5,1006.0,25.0,,D,    ,,,,,,3.0,
2004-11-03,200409,ARB,,300.0,13.0,67.0,1.5,1006.0,25.0,,D,,,,,,,3.0,
2004-11-03,200409,ARB,,1200.0,13.5,67.0,1.5,1006.0,25.0,,D,    ,,,,,,3.0,
2004-11-04,200409,ARB,,300.0,13.5,67.0,1.5,1006.0,25.0,,D,    ,,,,,,3.0,
2004-11-04,200409,ARB,,1200.0,14.0,67.0,1.5,1006.0,25.0,,D,,,,,,,3.0,
2004-11-05,200409,ARB,,300.0,14.0,67.0,2.0,1004.0,30.0,,DD,    ,,,,,,4.0,
2004-11-05,200409,ARB,,1200.0,15.0,66.0,2.0,1004.0,30.0,,DD,    ,,,,,,4.0,
2004-11-06,200409,ARB,,300.0,15.0,63.0,2.0,1006.0,30.0,,DD,    ,,,,,,4.0,
2004-11-06,200409,ARB,,900.0,15.0,61.5,1.5,1006.0,25.0,,D,    ,,,,,,3.0,
2004-11-06,200409,ARB,,1200.0,15.0,61.0,1.5,1006.0,25.0,,D,    ,,,,,,3.0,
2004-11-07,200409,ARB,,300.0,14.5,58.5,1.5,1006.0,25.0,,D,    ,,,,,,3.0,
2004-11-07,200409,ARB,,900.0,14.0,57.0,1.5,1008.0,25.0,,D,    ,,,,,,3.0,
2004-11-07,200409,ARB,,1200.0,13.5,56.5,1.5,1010.0,25.0,,D,    ,,,,,,3.0,
2004-11-29,200410,ARB,AGNI,300.0,1.5,66.0,1.5,1006.0,25.0,,D,    ,,,,,,3.0,
2004-11-29,200410,ARB,AGNI,600.0,2.0,65.5,1.5,1006.0,25.0,,D,    ,,,,,,3.0,
2004-11-29,200410,ARB,AGNI,900.0,2.5,65.0,1.5,1006.0,25.0,,D,    ,,,,,,4.0,
2004-11-29,200410,ARB,AGNI,1200.0,3.0,64.5,2.5,1004.0,35.0,,CS,    ,,,,,,6.0,
2004-11-29,200410,ARB,AGNI,1500.0,3.5,64.0,2.5,1004.0,35.0,,CS,    ,,,,,,6.0,
2004-11-29,200410,ARB,AGNI,1800.0,3.5,64.0,2.5,1004.0,35.0,,CS,    ,,,,,,6.0,
2004-11-29,200410,ARB,AGNI,2100.0,3.5,63.5,2.5,1004.0,35.0,,CS,    ,,,,,,6.0,
2004-11-30,200410,ARB,AGNI,0.0,4.5,63.0,2.5,1004.0,35.0,,CS,    ,,,,,,6.0,
2004-11-30,200410,ARB,AGNI,300.0,5.0,62.5,3.0,998.0,45.0,,CS,    ,,,,,,10.0,
2004-11-30,200410,ARB,AGNI,600.0,5.5,61.5,3.5,994.0,55.0,,SCS,    ,,,,,,14.0,
2004-11-30,200410,ARB,AGNI,900.0,6.0,61.0,3.5,994.0,55.0,,SCS,    ,,,,,,14.0,
2004-11-30,200410,ARB,AGNI,1200.0,6.0,60.5,3.5,994.0,55.0,,SCS,    ,,,,,,14.0,
2004-11-30,200410,ARB,AGNI,1500.0,6.0,60.5,3.5,994.0,55.0,,SCS,    ,,,,,,14.0,
2004-11-30,200410,ARB,AGNI,1800.0,6.0,60.0,3.0,998.0,45.0,,CS,    ,,,,,,10.0,
2004-11-30,200410,ARB,AGNI,2100.0,6.5,60.0,3.0,1000.0,45.0,,CS,    ,,,,,,10.0,
2004-12-01,200410,ARB,AGNI,0.0,7.0,59.5,2.5,1002.0,35.0,,CS,    ,,,,,,8.0,
2004-12-01,200410,ARB,AGNI,300.0,7.0,59.5,2.5,1002.0,35.0,,CS,    ,,,,,,8.0,
2004-12-01,200410,ARB,AGNI,600.0,7.0,59.5,2.5,1002.0,35.0,,CS,    ,,,,,,8.0,
2004-12-01,200410,ARB,AGNI,900.0,7.5,58.5,2.0,1004.0,30.0,,DD,    ,,,,,,4.0,
2004-12-01,200410,ARB,AGNI,1200.0,7.5,58.5,1.5,1006.0,25.0,,DD,    ,,,,,,4.0,
2004-12-02,200410,ARB,AGNI,300.0,8.0,56.5,1.5,1006.0,25.0,,D,    ,,,,,,3.0,
2004-12-02,200410,ARB,AGNI,1200.0,8.0,55.0,1.5,1006.0,25.0,,D,    ,,,,,,3.0,
2005-06-21,200502,ARB,,300.0,21.5,68.5,1.5,992.0,25.0,,D,    ,,,,,,4.0,
2005-06-21,200502,ARB,,1200.0,22.0,68.0,1.5,994.0,25.0,,D,    ,,,,,,4.0,
2005-06-22,200502,ARB,,300.0,22.0,68.0,1.5,994.0,25.0,,D,    ,,,,,,4.0,
2005-06-22,200502,ARB,,1200.0,22.0,67.0,1.5,992.0,25.0,,D,    ,,,,,,4.0,
2005-09-14,200506,ARB,,300.0,20.0,68.5,1.5,996.0,25.0,,D,    ,,,,,,4.0,
2005-09-14,200506,ARB,,1200.0,20.5,68.0,1.5,996.0,25.0,,D,    ,,,,,,4.0,
2005-09-15,200506,ARB,,300.0,20.5,68.0,1.5,996.0,25.0,,D,    ,,,,,,4.0,
2005-09-15,200506,ARB,,1200.0,20.5,68.0,1.5,996.0,25.0,,D,    ,,,,,,4.0,
2005-09-16,200506,ARB,,300.0,21.5,67.5,1.5,996.0,25.0,,D,    ,,,,,,4.0,
2005-09-16,200506,ARB,,1200.0,21.5,69.0,1.5,996.0,25.0,,D,    ,,,,,,4.0,
2006-01-13,200601,ARB,,1200.0, 5.0,77.0,1.5,1006, 25,,D,    ,,,,,, 4,
2006-01-14,200601,ARB,,0.0, 5.0,76.0,1.5,1006, 25,,D,    ,,,,,, 4,
2006-01-14,200601,ARB,,300.0, 5.0,75.5,2.0,1006, 30,,DD,    ,,,,,, 4,
2006-01-14,200601,ARB,,600.0, 7.0,74.0,2.0,1006, 30,,DD,    ,,,,,, 4,
2006-01-14,200601,ARB,,900.0, 7.0,73.5,2.0,1004, 30,,DD,    ,,,,,, 4,
2006-01-14,200601,ARB,,1200.0, 7.0,73.0,2.0,1004, 25,,D,    ,,,,,, 4,
2006-01-14,200601,ARB,,1500.0, 7.0,72.5,1.5,1004, 25,,D,    ,,,,,, 4,
2006-01-14,200601,ARB,,1800.0, 7.0,72.5,1.5,1004, 25,,D,    ,,,,,, 4,
2006-01-14,200601,ARB,,2100.0, 7.0,72.0,1.5,1006, 25,,D,    ,,,,,, 4,
2006-09-21,200610,ARB,MUKDA,300.0,19.5,66.0,1.5,1004, 25,,D,    ,,,,,, 4,
2006-09-21,200610,ARB,MUKDA,600.0,19.5,66.0,2.0,1002, 30,,DD,    ,,,,,, 5,
2006-09-21,200610,ARB,MUKDA,900.0,19.5,66.0,2.0,1000, 30,,DD,    ,,,,,, 5,
2006-09-21,200610,ARB,MUKDA,1200.0,19.5,66.0,2.0,1000, 30,,DD,    ,,,,,, 5,
2006-09-21,200610,ARB,MUKDA,1500.0,19.5,66.0,2.0,1000, 30,,DD,    ,,,,,, 5,
2006-09-21,200610,ARB,MUKDA,1800.0,19.5,66.0,2.0,1000, 30,,DD,    ,,,,,, 5,
2006-09-21,200610,ARB,MUKDA,2100.0,19.5,66.0,2.0, 998, 30,,DD,    ,,,,,, 5,
2006-09-22,200610,ARB,MUKDA,0.0,20.0,66.0,2.5, 996, 40,,CS,    ,,,,,, 6,
2006-09-22,200610,ARB,MUKDA,300.0,20.0,66.0,3.0, 994, 45,,CS,    ,,,,,, 6,
2006-09-22,200610,ARB,MUKDA,600.0,20.0,66.0,3.0, 994, 45,,CS,    ,,,,,, 6,
2006-09-22,200610,ARB,MUKDA,900.0,20.0,66.0,3.0, 994, 45,,CS,    ,,,,,, 8,
2006-09-22,200610,ARB,MUKDA,1200.0,20.5,66.5,3.0, 994, 45,,SCS,    ,,,,,,10,
2006-09-22,200610,ARB,MUKDA,1500.0,20.5,66.5,3.0, 992, 45,,SCS,    ,,,,,,10,
2006-09-22,200610,ARB,MUKDA,1800.0,20.5,66.5,3.0, 990, 45,,SCS,    ,,,,,,10,
2006-09-22,200610,ARB,MUKDA,2100.0,20.5,66.5,3.0, 988, 45,,SCS,    ,,,,,,10,
2006-09-23,200610,ARB,MUKDA,0.0,21.0,67.0,3.0, 988, 45,,SCS,    ,,,,,,10,
2006-09-23,200610,ARB,MUKDA,300.0,21.0,67.0,3.0, 988, 45,,SCS,    ,,,,,,10,
2006-09-23,200610,ARB,MUKDA,600.0,21.0,67.0,3.0, 988, 45,,SCS,    ,,,,,,10,
2006-09-23,200610,ARB,MUKDA,900.0,21.0,67.0,3.0, 988, 45,,SCS,    ,,,,,,10,
2006-09-23,200610,ARB,MUKDA,1200.0,21.0,67.0,3.0, 988, 50,,SCS,    ,,,,,,10,
2006-09-23,200610,ARB,MUKDA,1500.0,21.0,67.0,3.5, 990, 55,,SCS,    ,,,,,,15,
2006-09-23,200610,ARB,MUKDA,1800.0,21.0,67.0,3.5, 992, 50,,SCS,    ,,,,,,15,
2006-09-23,200610,ARB,MUKDA,2100.0,21.0,67.0,3.0, 994, 45,,CS,    ,,,,,,10,
2006-09-24,200610,ARB,MUKDA,0.0,21.0,67.0,3.0, 994, 40,,CS,    ,,,,,,10,
2006-09-24,200610,ARB,MUKDA,300.0,21.0,67.0,2.0, 996, 35,,CS,    ,,,,,, 8,
2006-09-24,200610,ARB,MUKDA,600.0,21.0,67.0,2.0,1000, 30,,DD,    ,,,,,, 5,
2006-09-24,200610,ARB,MUKDA,900.0,21.0,67.0,2.0,1002, 30,,DD,    ,,,,,, 5,
2006-09-24,200610,ARB,MUKDA,1200.0,21.0,67.0,1.5,1004, 25,,D,    ,,,,,, 4,
2007-06-01,200703,ARB,GONU,1800.0,15,68.0,1.5,1002,25,,D,,,,,,,4,
2007-06-01,200703,ARB,GONU,2100.0,15,68.0,1.5,1002,25,,D,,,,,,,4,
2007-06-02,200703,ARB,GONU,0.0,15,68.0,1.5,1002,25,,D,,,,,,,4,
2007-06-02,200703,ARB,GONU,300.0,15,67.5,2,1000,30,,DD,,,,,,,5,
2007-06-02,200703,ARB,GONU,900.0,15,67.0,2.5,998,35,,CS,,,,,,,8,
2007-06-02,200703,ARB,GONU,1200.0,15,67.0,3,992,45,,CS,,,,,,,10,
2007-06-02,200703,ARB,GONU,1500.0,15,67.0,3,992,45,,CS,,,,,,,10,
2007-06-02,200703,ARB,GONU,1800.0,15,67.0,3,992,45,,CS,,,,,,,10,
2007-06-02,200703,ARB,GONU,2100.0,15,66.5,3,992,45,,CS,,,,,,,10,
2007-06-03,200703,ARB,GONU,0.0,15.5,66.5,3.5,988,55,,SCS,,,,,,,16,
2007-06-03,200703,ARB,GONU,300.0,15.5,66.5,3.5,988,55,,SCS,,,,,,,16,
2007-06-03,200703,ARB,GONU,600.0,16,66.5,3.5,988,55,,SCS,,,,,,,16,
2007-06-03,200703,ARB,GONU,900.0,16.5,66.5,3.5,988,55,,SCS,,,,,,,16,
2007-06-03,200703,ARB,GONU,1200.0,17.5,66.5,3.5,988,55,,SCS,,,,,,,16,
